id,filtered_words_array,features,label_index
R212,"['close', 'approach', 'reduce.', 'cut', 'team', 'also', 'ready', 'office.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[468,1206,3095,3497,3614,3792,4506,4687,5047,6077,6557,7765,9462],[4.270695952029551,4.019381523748645,4.019381523748645,3.7316994512968646,0.667530016189645,4.270695952029551,0.691153161953081,0.691153161953081,2.6902455764687034,5.523458920524919,4.830311739964974,5.523458920524919,0.691153161953081])",1.0
F119,"['behind', 'consider', 'increase', 'explain', 'company', 'individual', 'candidate.', 'table', 'product', 'court', 'family', 'information', 'responsibility', 'defense', 'wear.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[312,447,503,547,942,1208,3184,3502,3529,3543,3931,4346,4568,5341,5850,7281,7936,7963,8190,8297,8338,8614],[4.270695952029551,3.914021008090819,0.691153161953081,4.830311739964974,4.019381523748645,2.7826188965997183,2.7508701982851385,5.523458920524919,4.830311739964974,3.7316994512968646,3.4440173788450834,4.019381523748645,4.42484663185681,4.019381523748645,0.691153161953081,0.6753425559264385,0.691153161953081,3.914021008090819,4.137164559405029,4.830311739964974,0.691153161953081,5.117993812416755])",0.0
F103,"['ask', 'opportunity', 'training', 'cell', 'time', 'safe', 'stay.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,3210,3507,4377,5850,6976,7281,7538,7642,7936,8157,8338,9766],[0.691153161953081,3.8187108282864943,4.270695952029551,2.60568818844064,0.691153161953081,4.270695952029551,0.6753425559264385,4.019381523748645,3.8187108282864943,0.691153161953081,4.42484663185681,0.691153161953081,4.607168188650764])",0.0
F191,"['require', 'single', 'claim', 'never.', 'sense', 'score', 'mind', 'fall', 'bit', 'record.', 'medical', 'music', 'audience', 'everybody', 'air.', 'level', 'discuss', 'computer', 'write', 'audience', 'conference.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,924,1208,1312,1499,1898,1918,1927,1989,2561,3184,3614,3729,5445,5447,5850,6370,7040,7281,7889,7936,8151,8268,8338,8449,8937],[0.691153161953081,4.830311739964974,2.7826188965997183,9.214336377301528,4.607168188650764,4.830311739964974,5.523458920524919,4.019381523748645,3.914021008090819,3.8187108282864943,5.501740396570277,0.667530016189645,4.019381523748645,4.137164559405029,3.6516567436233283,0.691153161953081,3.914021008090819,5.523458920524919,0.6753425559264385,4.830311739964974,0.691153161953081,4.019381523748645,3.383392757028649,0.691153161953081,4.270695952029551,3.914021008090819])",0.0
F002,"['mother', 'product', 'tonight', 'two', 'style', 'computer.', 'customer', 'pretty', 'crime', 'leader', 'father', 'certain.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[354,447,503,731,1208,1413,1526,1800,3184,3389,3919,4728,5850,7281,7393,7936,8000,8338,9380],[3.577548771469606,3.914021008090819,0.691153161953081,4.830311739964974,2.7826188965997183,3.914021008090819,4.019381523748645,4.137164559405029,2.7508701982851385,4.019381523748645,4.42484663185681,4.42484663185681,0.691153161953081,0.6753425559264385,5.117993812416755,0.691153161953081,3.8187108282864943,0.691153161953081,5.523458920524919])",0.0
R155,"['wall', 'conference', 'specific', 'second.', 'federal', 'page', 'second', 'morning', 'item', 'forget', 'stay.', 'question', 'wonder', 'republican', 'physical', 'financial', 'resource.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[190,633,1916,2059,2827,2947,3160,3556,3614,4506,4616,4687,4723,5657,6404,6484,7146,7407,8649,9256,9462,9766],[5.117993812416755,3.914021008090819,4.270695952029551,2.60568818844064,4.42484663185681,4.137164559405029,4.830311739964974,2.8844015909096608,0.667530016189645,0.691153161953081,3.6516567436233283,0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,5.117993812416755,4.830311739964974,3.914021008090819,3.6516567436233283,4.270695952029551,0.691153161953081,4.607168188650764])",1.0
R006,"['popular', 'wonder', 'land', 'field', 'back', 'soon.', 'cultural', 'another', 'election', 'debate', 'major', 'none', 'choice.', 'rather', 'community', 'development', 'style', 'particular', 'still.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[132,779,1020,1058,1649,2227,2837,2871,3614,4506,4687,4723,5635,6148,7074,7148,8000,8166,8174,8276,8430,8984,9233,9462,9831],[4.42484663185681,5.117993812416755,2.579019941358479,4.270695952029551,4.42484663185681,2.7200985396183848,4.137164559405029,3.914021008090819,0.667530016189645,0.691153161953081,0.691153161953081,4.137164559405029,4.830311739964974,4.270695952029551,3.4440173788450834,4.019381523748645,3.8187108282864943,3.914021008090819,4.137164559405029,3.914021008090819,4.607168188650764,4.830311739964974,4.019381523748645,0.691153161953081,3.914021008090819])",1.0
F086,"['daughter', 'ever', 'free', 'evidence', 'cell', 'say.', 'use', 'cut', 'arm', 'hundred', 'protect', 'onto', 'he.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,1073,1206,2054,2259,3210,3984,4319,5133,5175,5594,5739,5850,7235,7281,7623,7936,8257,8338,9813],[0.691153161953081,3.914021008090819,4.019381523748645,4.137164559405029,2.8154087194227095,3.8187108282864943,4.019381523748645,3.5085558999826545,3.8187108282864943,4.42484663185681,4.137164559405029,4.830311739964974,0.691153161953081,4.270695952029551,0.6753425559264385,4.019381523748645,0.691153161953081,5.523458920524919,0.691153161953081,2.997730276216664])",0.0
R168,"['break', 'might', 'skin', 'their.', 'resource', 'fire', 'mouth', 'size.', 'see', 'sell', 'drug', 'source', 'prove', 'month.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[668,1481,1670,3556,3614,3924,4108,4485,4506,4687,5191,5214,5354,5833,6532,7497,7721,7860,9462],[4.830311739964974,4.270695952029551,4.270695952029551,2.8844015909096608,0.667530016189645,4.270695952029551,4.830311739964974,4.42484663185681,0.691153161953081,0.691153161953081,5.117993812416755,4.270695952029551,4.42484663185681,4.270695952029551,4.42484663185681,4.137164559405029,4.137164559405029,2.7826188965997183,0.691153161953081])",1.0
R077,"['role', 'always', 'quite', 'continue.', 'discussion', 'money', 'environmental', 'group', 'color', 'challenge.', 'receive', 'chair', 'wait', 'candidate', 'another.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[681,1770,3350,3614,4358,4506,4617,4687,5315,5477,6027,6056,6103,6219,6221,7766,7963,8172,9011,9462,9832],[5.523458920524919,2.8844015909096608,4.270695952029551,0.667530016189645,4.42484663185681,0.691153161953081,3.7316994512968646,0.691153161953081,4.607168188650764,4.42484663185681,4.270695952029551,3.914021008090819,4.137164559405029,3.172083663361442,4.830311739964974,4.607168188650764,3.914021008090819,5.523458920524919,4.019381523748645,0.691153161953081,4.830311739964974])",1.0
F209,"['fear', 'law', 'measure', 'address', 'right.', 'young', 'south', 'concern.', 'others', 'upon', 'office', 'present', 'power.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,528,1029,2660,3979,4377,4454,4816,5850,6735,6940,7281,7809,7936,8130,8338,8344,9513,9719],[0.691153161953081,4.270695952029551,4.137164559405029,5.117993812416755,4.137164559405029,2.60568818844064,4.607168188650764,3.5085558999826545,0.691153161953081,4.270695952029551,4.137164559405029,0.6753425559264385,4.270695952029551,0.691153161953081,3.8187108282864943,0.691153161953081,3.7316994512968646,3.577548771469606,5.523458920524919])",0.0
R236,"['anything', 'real', 'also', 'over.', 'table', 'similar', 'recognize', 'name', 'executive', 'perform.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[15,1770,2114,3614,3792,3931,4202,4506,4687,6219,7046,8171,9462,9513,9691,9966],[4.270695952029551,2.8844015909096608,4.42484663185681,0.667530016189645,4.270695952029551,3.4440173788450834,5.523458920524919,0.691153161953081,0.691153161953081,3.172083663361442,4.607168188650764,3.4440173788450834,0.691153161953081,3.577548771469606,4.42484663185681,4.019381523748645])",1.0
F186,"['total', 'claim', 'factor', 'set', 'term.', 'network', 'someone', 'perform.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,3671,5342,5850,6279,6533,7281,7936,8338,8937,9152,9513,9561],[0.691153161953081,2.958509563063383,4.270695952029551,4.42484663185681,0.691153161953081,3.8187108282864943,5.117993812416755,0.6753425559264385,0.691153161953081,0.691153161953081,3.914021008090819,4.42484663185681,3.577548771469606,4.42484663185681])",0.0
R243,"['somebody', 'whose', 'sometimes', 'already', 'different', 'win.', 'move', 'bag', 'increase', 'happy.', 'enough', 'certain', 'away', 'smile', 'friend.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[415,594,1770,2713,2956,3089,3228,3614,3737,4506,4687,4748,5869,6219,6282,6436,6683,7963,9288,9462,9539],[4.270695952029551,4.607168188650764,2.8844015909096608,4.019381523748645,5.523458920524919,4.42484663185681,5.117993812416755,0.667530016189645,3.6516567436233283,0.691153161953081,0.691153161953081,4.607168188650764,4.607168188650764,3.172083663361442,4.830311739964974,4.830311739964974,4.830311739964974,3.914021008090819,3.8187108282864943,0.691153161953081,4.019381523748645])",1.0
F094,"['notice', 'show', 'community', 'various', 'cost', 'section', 'decision.', 'history', 'song', 'order', 'among.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1226,1525,2066,2071,4019,4490,5377,5850,6543,6647,6968,7281,7350,7936,8174,8338,9876],[0.691153161953081,4.137164559405029,4.830311739964974,2.7508701982851385,5.117993812416755,4.270695952029551,3.8187108282864943,5.117993812416755,0.691153161953081,4.019381523748645,4.270695952029551,4.019381523748645,0.6753425559264385,4.42484663185681,0.691153161953081,4.137164559405029,0.691153161953081,2.7508701982851385])",0.0
R032,"['recent', 'draw', 'manager', 'pattern.', 'reflect', 'class', 'act', 'great', 'learn', 'traditional', 'authority.', 'rate', 'wall', 'possible', 'try', 'become.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[253,750,1652,2006,3614,4007,4486,4506,4687,4693,5321,5591,5967,6100,6404,6928,8167,8326,9034,9144,9462,9714],[4.270695952029551,4.019381523748645,4.137164559405029,4.270695952029551,0.667530016189645,4.607168188650764,4.270695952029551,0.691153161953081,0.691153161953081,3.914021008090819,3.914021008090819,3.914021008090819,4.270695952029551,4.270695952029551,4.137164559405029,4.137164559405029,4.270695952029551,4.830311739964974,2.920769235080536,2.7508701982851385,0.691153161953081,5.117993812416755])",1.0
R033,"['suddenly', 'laugh', 'notice', 'none', 'defense', 'imagine', 'body.', 'cover', 'partner', 'sea', 'help', 'his.', 'trial', 'sign', 'receive', 'hospital', 'strong.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[116,278,1525,3410,3543,3614,3754,4506,4617,4687,4930,5047,5301,5726,6104,6756,7098,8581,9347,9462,9617,9831],[4.019381523748645,4.830311739964974,4.830311739964974,4.019381523748645,3.7316994512968646,0.667530016189645,4.607168188650764,0.691153161953081,3.7316994512968646,0.691153161953081,3.577548771469606,2.6902455764687034,4.019381523748645,4.019381523748645,4.42484663185681,3.577548771469606,4.270695952029551,4.607168188650764,4.137164559405029,0.691153161953081,4.270695952029551,3.914021008090819])",1.0
R045,"['surface', 'artist', 'value', 'treatment.', 'every', 'thought', 'close', 'seek', 'hair.', 'dream', 'open', 'network', 'three', 'say', 'thing.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[55,171,1020,2227,2366,2735,3143,3497,3614,4506,4687,5212,5783,5862,5925,7281,7403,8931,9152,9462,9681],[4.270695952029551,3.577548771469606,2.579019941358479,2.7200985396183848,4.137164559405029,5.117993812416755,4.830311739964974,3.7316994512968646,0.667530016189645,0.691153161953081,0.691153161953081,5.523458920524919,4.019381523748645,5.117993812416755,4.270695952029551,0.6753425559264385,4.137164559405029,4.830311739964974,4.42484663185681,0.691153161953081,4.42484663185681])",1.0
R116,"['customer', 'final.', 'imagine', 'among', 'even', 'parent.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1413,2101,3614,4506,4687,5047,5301,6406,7362,7958,9462],[3.914021008090819,4.607168188650764,0.667530016189645,0.691153161953081,0.691153161953081,2.6902455764687034,4.019381523748645,3.914021008090819,5.117993812416755,5.523458920524919,0.691153161953081])",1.0
F056,"['prove', 'begin', 'modern', 'weight.', 'pass', 'anything', 'list', 'choice', 'commercial.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[288,503,1513,2114,2336,3486,4613,4921,5214,5850,6053,7281,7936,8338,8392,8728],[5.117993812416755,0.691153161953081,3.7316994512968646,4.42484663185681,3.914021008090819,2.849310271098391,4.830311739964974,2.849310271098391,4.270695952029551,0.691153161953081,3.4440173788450834,0.6753425559264385,0.691153161953081,0.691153161953081,4.270695952029551,3.5085558999826545])",0.0
R043,"['sing', 'wear', 'seek', 'law', 'local', 'but.', 'operation', 'ago', 'check', 'new', 'surface', 'leader', 'station', 'open.', 'certain', 'black', 'glass', 'high', 'majority', 'much', 'agent.', 'character', 'already', 'response', 'evidence.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[171,228,524,585,594,1526,1896,1948,2116,2445,3614,3901,3979,4506,4687,4867,5922,6451,6581,6932,6944,7281,7381,8012,8415,8927,9244,9288,9462,9588],[3.577548771469606,4.137164559405029,3.7316994512968646,4.607168188650764,4.607168188650764,4.019381523748645,3.914021008090819,3.7316994512968646,3.914021008090819,4.137164559405029,0.667530016189645,4.270695952029551,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755,3.6516567436233283,4.42484663185681,4.42484663185681,2.8154087194227095,0.6753425559264385,4.607168188650764,5.117993812416755,4.607168188650764,5.523458920524919,4.270695952029551,3.8187108282864943,0.691153161953081,4.607168188650764])",1.0
R145,"['apply', 'actually', 'challenge', 'another', 'decide', 'writer.', 'throughout', 'start', 'easy', 'manager', 'huge', 'set.', 'answer', 'attorney', 'southern.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[760,1417,1652,2198,2996,3614,3619,4506,4687,4853,5767,5935,5948,6447,7312,7857,8166,8293,9034,9144,9462],[4.270695952029551,5.117993812416755,4.137164559405029,3.914021008090819,4.42484663185681,0.667530016189645,4.137164559405029,0.691153161953081,0.691153161953081,3.6516567436233283,5.523458920524919,4.607168188650764,4.42484663185681,4.137164559405029,4.42484663185681,5.523458920524919,3.914021008090819,3.8187108282864943,2.920769235080536,2.7508701982851385,0.691153161953081])",1.0
F200,"['oil', 'term', 'result', 'civil', 'city', 'knowledge.', 'experience', 'interesting', 'computer', 'according', 'statement', 'meet.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[399,503,593,2188,2347,3634,3635,3892,5495,5850,6035,6747,6805,7281,7564,7936,8151,8338,9817],[4.42484663185681,0.691153161953081,3.6516567436233283,4.830311739964974,5.117993812416755,3.8187108282864943,4.137164559405029,2.5530444549552183,4.137164559405029,0.691153161953081,4.019381523748645,2.5530444549552183,5.117993812416755,0.6753425559264385,4.019381523748645,0.691153161953081,4.019381523748645,0.691153161953081,3.7316994512968646])",0.0
F034,"['face', 'several', 'behind', 'discussion.', 'century', 'ten', 'citizen', 'pressure.', 'little', 'point', 'benefit', 'top', 'agree', 'she.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[8,503,740,1590,1733,3486,4034,4079,4346,4416,4921,5085,5328,5653,5850,6925,7281,7841,7936,8338,9227],[4.137164559405029,0.691153161953081,5.523458920524919,4.42484663185681,4.830311739964974,2.849310271098391,4.270695952029551,4.607168188650764,4.019381523748645,4.270695952029551,2.849310271098391,3.5085558999826545,3.5085558999826545,4.137164559405029,0.691153161953081,3.914021008090819,0.6753425559264385,4.270695952029551,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F149,"['produce', 'nation', 'story', 'per', 'his.', 'generation', 'commercial', 'spring.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[298,503,1648,3754,3892,4014,5850,6443,6747,6855,6963,7281,7936,8338,9183],[4.137164559405029,0.691153161953081,4.270695952029551,4.607168188650764,2.5530444549552183,4.830311739964974,0.691153161953081,3.6516567436233283,2.5530444549552183,4.270695952029551,4.270695952029551,0.6753425559264385,0.691153161953081,0.691153161953081,5.523458920524919])",0.0
F051,"['away', 'smile', 'modern.', 'fast', 'call', 'nature', 'blue', 'production', 'green.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[78,503,2713,3611,3737,3892,5146,5768,5850,6747,7016,7281,7936,8338,8353,9263],[4.830311739964974,0.691153161953081,4.019381523748645,4.42484663185681,3.6516567436233283,2.5530444549552183,4.270695952029551,4.42484663185681,0.691153161953081,2.5530444549552183,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,4.830311739964974,3.8187108282864943])",0.0
F089,"['budget', 'build', 'toward', 'share', 'final.', 'team', 'simple', 'development', 'meeting', 'away.', 'whether', 'audience', 'successful.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[20,468,503,1312,2101,2871,2913,2918,3014,3194,3406,3947,3984,4991,5850,6830,7281,7936,8338,9676],[4.607168188650764,4.270695952029551,0.691153161953081,4.607168188650764,4.607168188650764,3.914021008090819,3.5085558999826545,3.0385522707369192,4.137164559405029,4.270695952029551,4.019381523748645,4.137164559405029,4.019381523748645,2.6902455764687034,0.691153161953081,4.830311739964974,0.6753425559264385,0.691153161953081,0.691153161953081,3.0385522707369192])",0.0
F135,"['loss', 'force', 'father', 'modern.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[78,391,503,1800,2918,5329,5850,7281,7936,8338,9676],[4.830311739964974,3.7316994512968646,0.691153161953081,4.137164559405029,3.0385522707369192,4.019381523748645,0.691153161953081,0.6753425559264385,0.691153161953081,0.691153161953081,3.0385522707369192])",0.0
F088,"['push', 'federal', 'foot', 'candidate.', 'like', 'determine', 'special', 'right', 'financial', 'effort', 'next.', 'newspaper', 'special', 'action', 'tonight', 'let', 'according', 'board.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[503,547,633,1055,1790,2259,3238,3330,3389,5305,5726,5844,5850,5978,6633,7281,7407,7564,7734,7890,7936,8267,8338,9813],[0.691153161953081,4.830311739964974,3.914021008090819,9.660623479929948,4.42484663185681,2.8154087194227095,3.914021008090819,4.830311739964974,4.019381523748645,4.830311739964974,4.019381523748645,3.914021008090819,0.691153161953081,4.42484663185681,4.270695952029551,0.6753425559264385,3.914021008090819,4.019381523748645,5.117993812416755,4.137164559405029,0.691153161953081,4.270695952029551,0.691153161953081,2.997730276216664])",0.0
R010,"['sound', 'door', 'recently', 'exactly', 'article.', 'movie', 'receive', 'interview.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1439,2034,2096,3556,3614,4506,4617,4687,4847,5138,6166,6340,9462],[4.019381523748645,4.607168188650764,4.019381523748645,2.8844015909096608,0.667530016189645,0.691153161953081,3.7316994512968646,0.691153161953081,4.607168188650764,5.117993812416755,4.137164559405029,5.117993812416755,0.691153161953081])",1.0
R211,"['office', 'health', 'law', 'couple', 'travel.', 'front', 'base', 'smile', 'high.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[504,2713,2959,3614,3979,4506,4687,6944,7702,8094,8173,8344,8805,9462],[4.270695952029551,4.019381523748645,5.117993812416755,0.667530016189645,4.137164559405029,0.691153161953081,0.691153161953081,2.8154087194227095,4.607168188650764,4.830311739964974,3.7316994512968646,3.7316994512968646,4.137164559405029,0.691153161953081])",1.0
F204,"['contain', 'necessary', 'agreement', 'course', 'require', 'garden', 'protect.', 'agency', 'allow', 'brother.', 'new', 'big', 'pay', 'personal.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,585,765,1256,3048,3652,4404,4835,4897,5098,5850,5936,7281,7493,7860,7936,7979,8338,8413,8449,8693],[0.691153161953081,4.607168188650764,4.270695952029551,3.125563647726549,4.42484663185681,4.019381523748645,4.607168188650764,4.137164559405029,4.42484663185681,4.830311739964974,0.691153161953081,4.270695952029551,0.6753425559264385,4.270695952029551,2.7826188965997183,0.691153161953081,4.137164559405029,0.691153161953081,3.914021008090819,4.270695952029551,5.117993812416755])",0.0
F168,"['factor', 'mean', 'picture', 'hospital', 'significant.', 'produce', 'book', 'space', 'american', 'face', 'develop', 'front', 'history.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[393,503,504,909,1241,1256,1648,2126,2481,4034,4930,5850,7281,7424,7652,7860,7936,8338,9188,9561],[5.117993812416755,0.691153161953081,4.270695952029551,5.523458920524919,3.4440173788450834,3.125563647726549,4.270695952029551,5.117993812416755,3.8187108282864943,4.270695952029551,3.577548771469606,0.691153161953081,0.6753425559264385,5.523458920524919,4.607168188650764,2.7826188965997183,0.691153161953081,0.691153161953081,4.42484663185681,4.42484663185681])",0.0
R011,"['drop', 'million', 'out.', 'exactly', 'professor', 'particularly', 'owner', 'newspaper', 'hour.', 'property', 'every', 'film', 'number', 'put', 'else', 'condition.', 'idea', 'let', 'whether', 'score', 'consider', 'member.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[312,1770,1927,2096,2403,2543,2733,3238,3406,3614,4506,4687,5003,5034,5778,5958,6053,6219,6443,7723,7825,8267,8519,8577,8651,8871,9462,9681],[4.270695952029551,2.8844015909096608,4.019381523748645,4.019381523748645,3.6516567436233283,3.3262343431887,3.7316994512968646,3.914021008090819,4.019381523748645,0.667530016189645,0.691153161953081,0.691153161953081,4.42484663185681,4.607168188650764,5.117993812416755,4.137164559405029,3.4440173788450834,3.172083663361442,3.6516567436233283,4.607168188650764,5.523458920524919,4.270695952029551,3.914021008090819,4.830311739964974,4.42484663185681,4.830311739964974,0.691153161953081,4.42484663185681])",1.0
R232,"['need', 'bad', 'information', 'will.', 'peace', 'reveal', 'prove', 'reason.', 'take.', 'sound', 'thing', 'middle', 'follow', 'example', 'since.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,1507,2059,3614,3857,4357,4506,4687,5214,5375,6166,6537,6697,7699,7956,8190,8656,9367,9462,9606,9878],[2.849310271098391,3.6516567436233283,2.60568818844064,0.667530016189645,4.270695952029551,4.830311739964974,0.691153161953081,0.691153161953081,4.270695952029551,4.830311739964974,4.137164559405029,4.019381523748645,4.137164559405029,4.830311739964974,4.42484663185681,4.137164559405029,5.523458920524919,4.019381523748645,0.691153161953081,3.7316994512968646,4.019381523748645])",1.0
R042,"['region', 'ok', 'field', 'well', 'wife.', 'raise', 'police', 'site', 'compare.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[157,1770,2645,3527,3614,3876,4506,4570,4687,5399,5891,6219,7074,8159,9462],[3.5085558999826545,2.8844015909096608,5.117993812416755,4.607168188650764,0.667530016189645,4.42484663185681,0.691153161953081,4.830311739964974,0.691153161953081,4.270695952029551,4.830311739964974,3.172083663361442,3.4440173788450834,3.4440173788450834,0.691153161953081])",1.0
F182,"['practice', 'seek', 'approach', 'challenge', 'lay', 'boy', 'away.', 'fund', 'cost', 'mention', 'similar.', 'opportunity', 'father', 'station', 'high', 'final', 'respond', 'past.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[157,171,503,1653,1776,1800,2116,2500,2907,3095,3308,4280,4377,4475,4490,4638,5850,5935,6830,6976,7281,7936,8338,8415],[3.5085558999826545,3.577548771469606,0.691153161953081,4.42484663185681,5.117993812416755,4.137164559405029,3.914021008090819,4.607168188650764,4.270695952029551,4.019381523748645,4.830311739964974,4.607168188650764,2.60568818844064,4.270695952029551,3.8187108282864943,4.270695952029551,0.691153161953081,4.607168188650764,4.830311739964974,4.270695952029551,0.6753425559264385,0.691153161953081,0.691153161953081,4.607168188650764])",0.0
F036,"['week', 'recognize', 'physical', 'one', 'although', 'cold.', 'book', 'huge', 'outside', 'congress', 'data.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[393,503,815,1256,1630,2198,5122,5850,6873,7281,7779,7860,7936,8171,8338,8568,8649,8728],[5.117993812416755,0.691153161953081,4.42484663185681,3.125563647726549,5.523458920524919,3.914021008090819,4.270695952029551,0.691153161953081,5.117993812416755,0.6753425559264385,3.7316994512968646,2.7826188965997183,0.691153161953081,3.4440173788450834,0.691153161953081,4.137164559405029,3.6516567436233283,3.5085558999826545])",0.0
F068,"['training', 'join', 'response', 'there.', 'political', 'help.', 'age', 'instead', 'necessary', 'huge.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,2445,3892,3935,3952,4527,5321,5804,5850,6747,7281,7538,7936,7979,8338,8791,8952],[0.691153161953081,4.137164559405029,2.5530444549552183,4.137164559405029,4.830311739964974,4.830311739964974,3.914021008090819,4.830311739964974,0.691153161953081,2.5530444549552183,0.6753425559264385,4.019381523748645,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,4.137164559405029])",0.0
R015,"['clear', 'risk', 'season', 'rise', 'it.', 'particular', 'source', 'movie', 'effect.', 'total', 'begin', 'decade', 'television.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1365,1439,1513,1611,1890,2358,3556,3614,4506,4687,4816,6030,6279,7721,7805,8794,8984,9462],[5.523458920524919,4.019381523748645,3.7316994512968646,4.607168188650764,4.830311739964974,4.270695952029551,2.8844015909096608,0.667530016189645,0.691153161953081,0.691153161953081,3.5085558999826545,4.270695952029551,3.8187108282864943,4.137164559405029,4.830311739964974,4.137164559405029,4.830311739964974,0.691153161953081])",1.0
R147,"['ability', 'bar', 'line', 'approach', 'firm', 'note', 'figure.', 'rise', 'go', 'recognize', 'science.', 'require', 'save', 'recent', 'foot', 'attorney.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,1182,2059,3095,3334,3614,3681,4102,4247,4506,4520,4687,4816,5591,6451,7332,7890,8171,8449,8894,9462,9909],[2.849310271098391,4.607168188650764,2.60568818844064,4.019381523748645,4.830311739964974,0.667530016189645,4.42484663185681,4.42484663185681,4.607168188650764,0.691153161953081,4.137164559405029,0.691153161953081,3.5085558999826545,3.914021008090819,3.6516567436233283,4.270695952029551,4.137164559405029,3.4440173788450834,4.270695952029551,3.8187108282864943,0.691153161953081,4.42484663185681])",1.0
F198,"['capital', 'drug', 'open', 'professor.', 'method', 'rise', 'final', 'score', 'candidate', 'message', 'leader', 'physical.', 'record', 'although', 'social', 'hotel', 'beyond.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[142,503,823,1116,1526,1653,1927,2259,2663,2715,3180,4347,4358,4816,5783,5850,6015,6541,7281,7779,7860,7936,8338,9813],[5.523458920524919,0.691153161953081,4.42484663185681,4.607168188650764,4.019381523748645,4.42484663185681,4.019381523748645,2.8154087194227095,4.270695952029551,4.270695952029551,5.117993812416755,5.117993812416755,4.42484663185681,3.5085558999826545,4.019381523748645,0.691153161953081,4.270695952029551,4.42484663185681,0.6753425559264385,3.7316994512968646,2.7826188965997183,0.691153161953081,0.691153161953081,2.997730276216664])",0.0
